ID, ﻿Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
725 , CORNACEAE,Cornus,mas,L.,Cornelian Cherry,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
726 , CORNACEAE,Cornus,officinalis,,,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
727 , CORNACEAE,Cornus,racemosa ,Lam.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Skinner State Park, MA",,1999,G.J. Fritz,,
728 , CORNACEAE,Cornus,racemosa ,Lam.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected in Monroe Co., PA",,1997,G.J. Fritz,,
729 , CORNACEAE,Cornus,racemosa ,Lam.,Northern Swamp,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
730 , CORNACEAE,Cornus,racemosa ,Lam.,dogwood,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA.  Collected at June Vail.  Montgomery Co., PA/",,1995,G.J. Fritz,,
731 , CORNACEAE,Cornus,rugosa ,Lam.,Round-leaved dogwood,,"Emmet Co., MI",,1986,L.W. Blake,,
732 , CORNACEAE,Cornus,rugosa,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Manistee Co., MI.  Northern Mixed Forest.  Tippy Dam at Wellston",,2003,G.J. Fritz,,
733 , CORNACEAE,Cornus,stolonifer,Michx.,Red-osier dogwood,,"Emmet Co., MI",,1986,L.W. Blake,,
734 , CORNACEAE,Cornus,stolonifer,Michx.,Red-osier dogwood,,"Emmet Co., MI",,1990,L.W. Blake,,
735 , CORYLACEAE,Corylus,cornata ,Marsh.,,,"Botanic Garden of Smith College.  Norhtampton, MA.",,9/2004,G.J. Fritz,,
736 , CUCURBITACEAE,Benincasa,hispida ,Thunb.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
737 , CUCURBITACEAE,Citrullus,lanatus ,(Thunb.) Matsum. & Nakai,Watermelon,,"Puna, Peru",,1981,D. Horn,,
738 , CUCURBITACEAE,Citrullus,lanatus ,(Thunb.) Matsum. & Nakai,Watermelon,,"Pan Am Plane, Dakar, Senegal to New York",,1978,L.W. Blake,,
739 , CUCURBITACEAE,Citrullus,lanatus ,(Thunb.) Matsum. & Nakai,Watermelon,,"National Supermarket, St. Louis.",,1976,G.E. Wagner,,
740 , Cucurbitaceae,Citrullus,lanatus,,Watermelon,,USDA GRIN,273481,2023,,,
741 , Cucurbitaceae,Citrullus,lanatus,,Watermelon,,USDA GRIN,392291,2023,,,
742 , Cucurbitaceae,Coccinia,grandis,,Ivy gourd,,USDA GRIN,365066,2023,,,
743 , CUCURBITACEAE,Cucumis,anguria ,L.,West Indian gherkin,,,,1977,H.C. Cutler,,
744 , CUCURBITACEAE,Cucumis,melo,L.,Honey-dew melon,,,,1977,H.C. Cutler,,
745 , CUCURBITACEAE,Cucumis,melo,L.,,,(7 vials of seeds),,1977,H.C. Cutler,,
746 , CUCURBITACEAE,Cucumis,melo,L. var. dudain,Wild growing cantaloupe,,"Baton Rouge, LA",,1988,M. Standifer,,
747 , Cucurbitaceae,Cucumis,melo,,Melon,,USDA GRIN,PI504553,2023,,,
748 , CUCURBITACEAE,Cucumis,sativus ,L.,Cucumber,,Vaughan 3307,,1977,H.C. Cutler,,
749 , CUCURBITACEAE,Cucurbita,argyrosperma,Hort.,Cushaw squash,,Native Seed Search,,1994,G.J. Fritz,,
750 , CUCURBITACEAE,Cucurbita,argyrosperma,,Sweet potato cushaw,,,,1991,G.J. Fritz,,
751 , CUCURBITACEAE,Cucurbita,argyrosperma,,Green striped cushaw,,,,1991,G.J. Fritz,,
752 , CUCURBITACEAE,Cucurbita,argyrosperma,,Calabasa squash,,Native Seed Search  #E17,,1990,G.J. Fritz,,
753 , CUCURBITACEAE,Cucurbita,argyrosperma,,Elfrida Taos type,,Native Seed Search  #E11,,1990,G.J. Fritz,,
754 , CUCURBITACEAE,Cucurbita,argyrosperma,,Hopi squash,,Native Seed Search  #E18,,1990,G.J. Fritz,,
755 , CUCURBITACEAE,Cucurbita,argyrosperma,,Papalote Ranch Cushaw squash,,Native Seed Search  #E21,,1990,G.J. Fritz,,
756 , CUCURBITACEAE,Cucurbita,argyrosperma,,Paral squash,,Native Seed Search  #?,,1990,G.J. Fritz,,
757 , CUCURBITACEAE,Cucurbita,argyrosperma,,San Bernadino feral squash,,Native Seed Search  #19,,1990,G.J. Fritz,,
758 , CUCURBITACEAE,Cucurbita,argyrosperma,,Silver edged squash,,Native Seed Search  #15,,1990,G.J. Fritz,,
759 , CUCURBITACEAE,Cucurbita,argyrosperma,,Tohono O'Odham squash,,Native Seed Search  #14,,1990,G.J. Fritz,,
760 , CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
761 , CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Botanical Garden of Bonn University, Germany",,1/18/99,G.J. Fritz,,
762 , CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
763 , CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
764 , CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,Native Seed Search,,1994,G.J. Fritz,,
765 , CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,"Demming, NM",,1989,J. Dendy,,
766 , CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,Central Texas,,1989,G.J. Fritz,,
767 , CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,Oklahoma (Nelson 1949),,1977,H.C. Cutler,,
768 , CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,"Pere Marquette State Park, IL.  (doubtful ID)",,,C. Erickson,,
769 , CUCURBITACEAE,Cucurbita,lundelliana ,Bailey,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
770 , CUCURBITACEAE,Cucurbita,maxima ,(Duch.) Lam.,Maxima squash,,"Kampsville, IL",,10/1988,P.J. Wright,,
771 , CUCURBITACEAE,Cucurbita,moschata ,Duch. Covar. Abbreviatina,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
772 , CUCURBITACEAE,Cucurbita,moschata,Duch. Covar. Nativa,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
773 , CUCURBITACEAE,Cucurbita,moschata ,Duch.,Butternut squash,,"Grocery store.  St. Louis, MO",,1991,M.L. Williams,,
774 , CUCURBITACEAE,Cucurbita,moschata ,Duch.,Butternut squash,,,,1979,L.W. Blake,,
775 , CUCURBITACEAE,Cucurbita,okeechobeensis ,L. Bailey,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
776 , CUCURBITACEAE,Cucurbita,palmata,Wats.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
777 , CUCURBITACEAE,Cucurbita,palmeria,X C. argyrosperma,Chichicayota,,Native Seed Search M11,,1990,G.J. Fritz,,
778 , CUCURBITACEAE,Cucurbita,pepo ,L.,,,"Archaeological site (NA-1150,F.6, L.3,NE1/4)",,,C. Miksicek,,
779 , CUCURBITACEAE,Cucurbita,pepo ,L.,Eastern Tarahumara Pipian,,Native Seed Search,,1994,,,
780 , CUCURBITACEAE,Cucurbita,pepo ,L.,,,,,,C. Erickson,,
781 , CUCURBITACEAE,Cucurbita,pepo ,L.,Warty squash,,,,,C. Erickson,,
782 , CUCURBITACEAE,Cucurbita,pepo ,L.,Acorn Squash,,,,,C. Miksicek,,
783 , CUCURBITACEAE,Cucurbita,pepo ,L.,Pumpkin,,,,,G.E. Wagner,,
784 , CUCURBITACEAE,Cucurbita,pepo ,L.,,,9 vials of seeds from various seed companies,,1977,H.C. Cutler,,
785 , CUCURBITACEAE,Cucurbita,pepo ,L.,,,5 vials of seeds from various locations,,1977,H.C. Cutler,,
786 , CUCURBITACEAE,Cucurbita,pepo ,L.,,,"5 vials of seeds from Zuni, NM",,1977,H.C. Cutler,,
787 , CUCURBITACEAE,Cucurbita,pepo ,L.,,,"4 vials of seeds from archaeological site  Wetherill Mesa, CO",,1977,H.C. Cutler,,
788 , CUCURBITACEAE,Cucurbita,pepo ,L.,squash or pumpkin,,archaeological site Havasupai  1047/4560,,1977,H.C. Cutler,,
789 , CUCURBITACEAE,Cucurbita,pepo ,L.,"Summer squash, or small pumpkin",,"Dumaw Cr., MI archaeological site",,1977,H.C. Cutler,,
790 , CUCURBITACEAE,Cucurbita,pepo  ,L. convar. giromontiira var. oleifera,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
791 , CUCURBITACEAE,Cucurbita,pepo ,L. ssp. ovifera var. texana,,,"Collected at Jersey Co., IL",,11/1990,G.J. Fritz,,
792 , CUCURBITACEAE,Cucurbita,pepo ,L. var. ovifera (L.) Alef.,,,"Soulard Market.  St. Louis, MO",,1978,G.E. Wagner,,
793 , CUCURBITACEAE,Cucurbita,pepo ,,Thelma Sanders Sweet Potato,Seeds,"North Central regional Plant Introduction station. US, Missouri",26953,2005,,,NEEDS LABEL
794 , CUCURBITACEAE,Cucurbita,sororia ,Bailey,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
795 , CUCURBITACEAE,Cyclanthera,,sp. Schrad.,,,"Neal, India",,1977,H.C. Cutler,,
796 , CUCURBITACEAE,Cyclanthera,pedata ,(L.) Schrad.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
797 , CUCURBITACEAE,Cyclanthera,pedata ,(L.) Schrad.,caygua,,"Acari, Peru",,6/24/89,P.J. Wright,,
798 , CUCURBITACEAE,Echinocystis,lobata ,(Michx.)T&G,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Bennett Rd.,,1999,G.J. Fritz,,
799 , CUCURBITACEAE,Echinocystis,lobata ,(Michx.)T&G,"Wild cucumber vine, Balsam Apple",,Prairie Moon Nursery,,1995,M.L. Williams,,
800 , CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Bilobal Gourd,,Native Seeds Search,,1994,D. de Hidalgo,,
801 , CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Gourd,,,,4/17/91,G.J. Fritz,,
802 , CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Bottle Gourd,,"University of Missouri.  St. Louis, MO",,1984,P.J. Wright,,
803 , CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,African variety gourd,,"Grown in LaJolla, CA",,,H.C. Cutler,,
804 , CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Gourd,,,,,C. Erickson,,
805 , CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl. ssp. asiatic,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
806 , Cucurbitaceae,Lagenaria,siceraria,,Calabash,,USDA GRIN,491272,2023,,,
807 , Cucurbitaceae,Lagenaria,siceraria,,Calabash,,USDA GRIN,15945-01,,,,NEEDS LABEL
808 , CUCURBITACEAE,Luffa,acutangula,,ridged luffa,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
809 , CUCURBITACEAE,Luffa,acutangula ,Roxb.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
810 , CUCURBITACEAE,Luffa,cylindrica ,Roem.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
811 , CUCURBITACEAE,Luffa,cylindrica ,Roem.,Dishrag gourd,,,,,,,
812 , CUCURBITACEAE,Melothria,pendula ,L.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
813 , CUCURBITACEAE,Melothria,scabra ,Naud.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
814 , CUCURBITACEAE,Momordica,M. charantia,L. or v,,,South Vietnam,,1977,H.C. Cutler,,
815 , Cucurbitaceae,Momordica,rostrata,,Momordica,,USDA GRIN,678380,2023,,,
816 , CUCURBITACEAE,Sechium,edule,L.,Chayote,,"Olive Supermarket, St Louis, Missouri",,10/2008,A. Landon,,
817 , CUCURBITACEAE,Sicyos,angulatus,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
818 , CUCURBITACEAE,Sicyos,angulatus,L.,Bur-cucumber,,"Butler Co., KY",,1977,G.E. Wagner,,
819 , CUCURBITACEAE,Sicyos,angulatus,L.,Bur-cucumber,,"Ann Arbor, MI",,1987,G.J. Fritz,,
820 , CUCURBITACEAE,Thlodiantha,dubia ,Bunge.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
821 , CUCURBITACEAE,Trichosanthes,,,,Seeds,"Chinatown, San Francisco",,5/2011,R. Spengler,,NEEDS LABEL
822 , CUCURBITACEAE,Trichosanthes,cucumerina,L. ssp. anguina,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
823 , CUCURBITACEAE,Trichosanthes,kirilowii,,snakegourd,,"China, Pixian hedgerow",,1/2010,R. Spengler,,
824 , CUCURBITACEAE,Zehneria,indica,,,,"China, Pixian edge of agricultural field",,12/2010,R. Spengler,,
825 , CUPRESSACEAE,Chamaecyparis,lawsoniana,(A. Murr.) Parl.,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
826 , CUPRESSACEAE,Juniperus,communis ,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Goose Lake,,1999,G.J. Fritz,,
827 , CUPRESSACEAE,Juniperus,communis,L.,Gound juniper,,"Emmet Co., MI",,1989,L.W. Blake,,
828 , CUPRESSACEAE,Juniperus,communis ,L. var. depressa Pursh,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1997,G.J. Fritz,,
829 , CUPRESSACEAE,Juniperus,deppeana ,Stand.,Alligator juniper,,"San Rita Mts., AZ",,1977,H.C. Cutler,,
830 , CUPRESSACEAE,Juniperus,horizontalis ,Moench (K),,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1997,G.J. Fritz,,
831 , CUPRESSACEAE,Juniperus,monosperma,(Engelm.) Sarge,One-seed juniper,,"Ramha, NM",,,C. Miksicek,,
832 , CUPRESSACEAE,Juniperus,osteosperma,(Torr.) Little,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Mohave Co., AZ",,1997,G.J. Fritz,,
833 , CUPRESSACEAE,Juniperus,osteosperma ,Torr.,Utah juniper,,"Gila Co., AZ",,1977,H.C. Cutler,,
834 , CUPRESSACEAE,Juniperus,oxycedrus  ,subsp. macrocarpa /Sibth. et. Sm./Ball,,,"Arboretum Trsteno, Croatia",,1999,G.J. Fritz,,
835 , CUPRESSACEAE,Juniperus,scopulorum ,Sarg.,Rocky Mountain juniper,,"Pecos, NM",,10/7/95,G. Powell,,
836 , CUPRESSACEAE,Juniperus,scopulorum ,Sarg.,Rocky Mountain juniper,,,,,C.Erickson,,
837 , CUPRESSACEAE,Juniperus,,,,,,,,,,
838 , CUPRESSACEAE,Juniperus,scopulorum ,Sarg.,Rocky Mountain juniper,,"McKinley Co., NM",,1979,S. Buchsbaum,,
839 , CUPRESSACEAE,Juniperus,virginiana,,,,"W.J. Beal Botanical Garden. MI State Univ. from MI, Clinton County, Emergent Marsh, Rose Lake Fen Drain",,3/6/07,G.J. Fritz,,
840 , CUPRESSACEAE,Juniperus,virginiana,L.,Eastern red cedar,,,,1977,H.C. Cutler,,
841 , CUPRESSACEAE,Juniperus,virginiana ,L.,Eastern red cedar,,"Butler Co., KY",,1978,G.E. Wagner,,
842 , CUPRESSACEAE,Thuja,occidentalis ,L.,"Northern white cedar, Arbor Vitae",,"Emmet Co., MI",,8/16/89,L.W. Blake,,
843 , CUPRESSACEAE,Thuja,plicata ,J. Donn ex. D. Don,,,"Hoyt Arboretum.  Portland, OR  97221 Collected at Multnomah Co., OR",,1997,G.J. Fritz,,
844 , CUPRESSACEAE,Thuja,plicata ,Lamb.,,,W.J. Beal Botanical Garden. MI State Univ.,,11/19/93,G.J. Fritz,,
845 , CUPRESSACEAE,Tsuga,canadensis ,(L.) Carr.,"Canada Hemlock,  Eastern Hemlock",,"Sheffield Seed Co., Locke, NY  13092",,1995,M. Williams,,
846 , CUPRESSACEAE,Tsuga,canadensis ,,,,"Botanic Garden of Smith College.  Northampton, MA.",75,,,,NEEDS LABEL
847 , CUSCUTACEAE,Cuscuta,gronovii ,Willd. Dod.,,,,,1977,H.C. Cutler,,
848 , CYCADACEAE,Cycas,revoluta ,Thunb.,,,"Arboretum Trsteno, Croatia",,2001,G.J. Fritz,,
849 , CYPERACEAE,Carex,canescens ,L.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
850 , CYPERACEAE,Carex,crinita ,Lam.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, MA",,1998,G.J. Fritz,,
851 , CYPERACEAE,Carex,crinita ,Lam.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Quabbin Reservoir, MA",,1997,G.J. Fritz,,
852 , CYPERACEAE,Carex,crinita ,Lam.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
853 , CYPERACEAE,Carex,crinita ,Lam.,,,"Botanic Garden of Smith College. Collected in Hampshire county, MA",,6/16/06,G.J. Fritz,,
854 , CYPERACEAE,Carex,crinita ,Lam.,,Seeds,"Botanic Garden of Smith College.  Northampton,",49,2011,G.J. Fritz,,NEEDS LABEL
855 , CYPERACEAE,Carex,crinita ,,,,"Botanic Garden of Smith College.  Northampton, MA.",36,2014,G.J. Fritz,,NEEDS LABEL
856 , CYPERACEAE,Carex,eburnea,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Alpena Co., MI.  Limestone, cobble, Rockport Quarry",,2003,G.J. Fritz,,
857 , CYPERACEAE,Carex,folliculata,,,Seeds,Botanic Garden of Smith College.,50,2011,G.J. Fritz,,NEEDS LABEL
858 , CYPERACEAE,Carex,folliculata,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",37,2014,G.J. Fritz,,NEEDS LABEL
859 , CYPERACEAE,Carex,grayi ,Carey,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
860 , CYPERACEAE,Carex,laevigata ,Sm.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
861 , CYPERACEAE,Carex,lupulina,Muhl.,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Kent Co., Airport",,1999,G.J. Fritz,,
862 , CYPERACEAE,Carex,magellanica ssp. irrigna,,,Seeds,Botanic Garden of Smith College.,38,2014,G.J. Fritz,,NEEDS LABEL
863 , CYPERACEAE,Carex,paniculata ,Jusl.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
864 , CYPERACEAE,Carex,pendula ,Huds.,,,"Hortus Botanicus Universitatis.  Szedge, Hungaria",,1997,G.J. Fritz,,
865 , CYPERACEAE,Carex,pseudocyperus,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Clinton Co., MI on edge of drainage ditch at Rose Lake Fen Drain",,2003,G.J. Fritz,,
866 , CYPERACEAE,Carex,stipata ,Muhl.,,,Ion Nursery,,1995,M. Williams,,
867 , CYPERACEAE,Carex,supina, Wahlenb.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
868 , CYPERACEAE,Carex,sylvatica ,Huds.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
869 , CYPERACEAE,Carex,vulpinoidea ,Michx.,Fox Sedge,,Ion Nursery,,1995,M. Williams,,NEEDS LABEL
870 , CYPERACEAE,Cladium,mariscoides ,(Muhl.)Torr.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/1/94,G.J. Fritz,,
871 , CYPERACEAE,Cyperus,esculentus ,L.(bulb),,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
872 , CYPERACEAE,Cyperus,papyrus,,,,W.J. Beal Botanical Garden. MI State Univ.,,2003,G.J. Fritz,,
873 , CYPERACEAE,Cyperus,rivularis,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Clinton Co., MI on the beach at Park Lake Beach",,2003,G.J. Fritz,,
874 , CYPERACEAE,Dulichium,arundinaceum,(L.) Britt.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
875 , CYPERACEAE,Dulichium,arundinaceum,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",51,,,,NEEDS LABEL
876 , CYPERACEAE,Dulichium,arundinaceum,(L.) Britt.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",39,2014,G.J. Fritz,,NEEDS LABEL
877 , CYPERACEAE,Eleocharis,caribaeaÿ ,(Rottb.),,,"Blake Spikerush Collier Co., FL",,1977,H.C. Cutler,,
878 , CYPERACEAE,Eleocharis,obtusa,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",40,2014,G.J. Fritz,,NEEDS LABEL
879 , CYPERACEAE,Eleocharis,palustris ,(L.)R&S,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
880 , CYPERACEAE,Eriophorum,virginicum ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
881 , CYPERACEAE,Eriophorum,virginicum,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Oceana Co., MI in the bog at Gale  Road Bog",,2003,G.J. Fritz,,
882 , CYPERACEAE,Eriophorum,virginicum,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",52,,,,NEEDS LABEL
883 , CYPERACEAE,Eriophorum,virginicum,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",41,2014,G.J. Fritz,,
884 , CYPERACEAE,Rhynochospora,capillacea ,Torr.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/1/94,G.J. Fritz,,NEEDS LABEL
885 , CYPERACEAE,Rhynochospora,alba,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",42,2014,G.J. Fritz,,NEEDS LABEL
886 , CYPERACEAE,Scirpus,acutus,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Manistee Co., MI.  Great Lakes Marsh at Wellston-Pine Lake.",,2003,G.J. Fritz,,
887 , CYPERACEAE,Scirpus,americanus,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Manistee Co., MI.  Great Lakes  Marsh at Wellston-Pine Lake.",,2003,G.J. Fritz,,
888 , CYPERACEAE,Scirpus,atrovirens,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Biggie Munn Park North and Power Line,,3/3/06,G.J. Fritz,,
889 , CYPERACEAE,Scirpus,atrovirens,Willd.,Common bulrush,,Ion Nursery,,1995,M. Williams,,
890 , CYPERACEAE,Scirpus,atrovirens,Willd.,,,W.J. Beal Botanical Garden. MI State Univ.,,9/22/94,G.J. Fritz,,
891 , CYPERACEAE,Scirpus,cyperinus,(L.) Kunth.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,NEEDS LABEL
892 , CYPERACEAE,Scirpus,cyperinus,(L.) Kunth.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,1999,G.J. Fritz,,
893 , CYPERACEAE,Scirpus,cyperinus,(L.) Kunth.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,1997,G.J. Fritz,,
894 , CYPERACEAE,Scirpus,cyperinus,(L.) Kunth.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/2/94,G.J. Fritz,,
895 , CYPERACEAE,Scirpus,cyperinus,(L.) Kunth.,,,"Botanic Garden of Smith College.  Northampton, MA. Collected from Hampshire county, MA",,6/16/06,G.J. Fritz,,
896 , CYPERACEAE,Scirpus,cyperinus,,,Seeds,Botanic Garden of Smith College,43,2014,G.J. Fritz,,NEEDS LABEL
897 , CYPERACEAE,Scirpus,pendulus,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Biggie Munn Park South-East Corner,,3/3/06,G.J. Fritz,,
898 , CYPERACEAE,Scirpus,pendulus ,Muhl.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Biggie Munn Power Line,,1999,G.J. Fritz,,
899 , CYPERACEAE,Scirpus,sylvaticus ,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
900 , CYPERACEAE,Scirpus,validus,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Clinton Co., MI.  Drainage ditch at Rose Lake Fen Drain",,2003,G.J. Fritz,,
901 , CYPERACEAE,Scirpus,validus ,Vahl.,"Great bulrush, soft-stem bulrush",,Ion Nursery,,1995,M. Williams,,
902 , CYPERACEAE,Scleria,pauciflora ,Muhl.,Few-flowered nut rush,,Eastern Oklahoma,,1977,H.C. Cutler,,
903 , DIOSCOREACEAE,Dioscorea,balcanica ,Kosanin,,,"Botanical Garden of Bonn University, Germany",,2002,G.J. Fritz,,
904 , DIOSCOREACEAE,Dioscorea,villosa ,L.,Wild Yam,,"St. Francis Co., MO",,1992,L.W. Blake,,
905 , DIPSACACEAE,Dipsacus,fullonum ,L.,Fuller's teasel,,,,1977,H.C. Cutler,,
906 , EBENACEAE,Diospyros,,,wild?,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
907 , Ebenaceae,Diospyros,mespiliformis,,Jackalberry,,USDA GRIN,61810,2023,,,
908 , EBENACEAE,Diospyros,virginiana,L.,Persimon,,"St. Louis Co., MO",,1979,G.E. Wagner,,
909 , EBENACEAE,Diospyros,virginiana,L.,Persimon,,"Langlier Site.  Jefferson Co., MO",,,C. Erickson,,
910 , EBENACEAE,Diospyros,virginiana,L.,Persimon,,,,,C. Miksicek,,
911 , EBENACEAE,Diospyros,virginiana,L.,Persimon,,"St. Charles Co., MO",,1981,L.W. Blake,,
912 , EBENACEAE,Diospyros,virginiana,L.,Persimon,,"St. Louis Co., MO",,1985,W. Kroeck,,
913 , EBENACEAE,Diospyros,virginiana,L.,Persimon,,"Poverty Point State Park, LA",,1990,G.J. Fritz,,
914 , ELAEAGNACEAE,Elaeagnus,multiflora ,Thumb.,Oleaster,,,,1977,H.C. Cutler,,
915 , ELAEAGNACEAE,Shepardia,rotundifolia,Parry,Buffalo berry,,"Bluff, UT",,1977,H.C. Cutler,,
916 , EPHEDRACEAE,Ephedra,viridis ,Coville,Mormon tea,,"Black Mesa.  Navajo Co., AZ",,1982,G.E. Wagner,,
917 , ERICACEAE,Arbutus,arizonica,(A. Gray) Sarg.,Arizona arbutus,,"Chiracahua Mts., AZ  (J.C. Blumer, 1233)",,1977,H.C. Cutler,,
918 , ERICACEAE,Arctostaphylos,sp. Adams,,Manzanita,,,,,C. Erickson,,
919 , ERICACEAE,Arctostaphylos,pungens,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Granitic Ridge above Bear Canyon,,3/3/06,G.J. Fritz,,
920 , ERICACEAE,Arctostaphylos,pungens ,HBK,,,"Chiracahua Mts., AZ  (J.C. Blumer, 1270)",,1977,H.C. Cutler,,
